University,Major,Key,Level,Language,Tuition Covered,Accomodation covered?,Living Expense Covered?,Tuition fees to pay,Percentage tuition covered,Original Tuition fee,Start_Month,Start_Year,Accomodation_To_Pay,Expense_To_Pay
Shanghai University of Traditional Chinese Medicine,TCM Theoretical Basics,TCM,Phd,Chinese,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Materia Medica(Synthesis and Structure Modification of Active Components in Traditional Chinese Medicinal Herbs),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
Shanghai University of Traditional Chinese Medicine,Chinese Herbal Formulae(Theory and experimental research on TCM herbal formulas),TCM,Phd,English,39000,1,1,0,100,39000,Sep,2020,1000,1000
North China Electric Power University,Decision making for energy economical systems:methods and applications,Economics,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Decision making for energy system: theories and applications,Decision making for energy system: theories and applications,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Logistics engineering and supply chain management,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Management science and applications,Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Financial engineering: theories and methods,Finance,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Decision making: theories and methods,Decision making,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Air pollution chemistry,Chemistry,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Environmental planning, management and assessment",Management,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Clean energy and haze pollution prevention,Clean energy and haze pollution prevention,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,High efficiency energy-saving technology,High efficiency energy-saving technology,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Clean and high-efficiency combustion & environmental pollution control,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Radiochemistry,Chemistry,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Environmental chemistry,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Energy-environmental materials and technology,Material Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Environmental chemistry and water purification,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Carbon capture, utilization and storage",Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Environmental planning and assessment,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Environmental pollution control chemistry,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Water environmental pollution, control and restoration",Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Energy-environmental system analysis,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,"Hydrology, water resource and water environmental system model",Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Industrial pollution monitoring and control,Environmental Science,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Chemical process and chemical equipment,Chemical process and chemical equipment,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Heat and mass transfer and multiphase flow,Heat and mass transfer and multiphase flow,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Electrical Engineering,Electrical Engineering,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Power system analysis and control,Power system analysis and control,Phd,Chinese,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Electrical Engineering,Electrical Engineering,Phd,English,26250,0,0,8750,75,35000,Sep,2019,1200,1500
North China Electric Power University,Renewable Energy and Clean Power,Renewable Energy and Clean Power,Phd,English,26250,0,0,8750,75,35000,Sep,2019,1200,1500
Southwest University of Science and Technology,Material Science and Engineering,Material Science,Phd,Chinese,30000,1,1,15000,66.66666667,45000,Sep,2019,600,500
North China Electric Power University,Power Engineering and Engineering Thermophysics,Other Engineering,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"System Analysis, Management and Control",Management,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Management Science and Engineering,Other Engineering,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Pattern Recognition and Intelligent System,Pattern Recognition and Intelligent System,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Information Security,Information Security,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Detection Technology and Automation Devices,Automation,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Business Management,Business,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Control Theory and Control Engineering,Other Engineering,Phd,English,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,High energy physics and particle physics,Physics,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Advanced radiation detection technology,Advanced radiation detection technology,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Intelligent robot technology,Intelligent robot technology,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Combustion Process Detection and Optimization,Combustion Process Detection and Optimization,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Multiphase flow detection theory and technology,Multiphase flow detection theory and technology,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Electric Power Economic Management,Economics,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Network and system security,Network and system security,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Technology of wind power generation,Technology of wind power generation,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Nuclear reactor neutronics and sheilding,Nuclear reactor neutronics and sheilding,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Nuclear power plant systems and equipments,Nuclear power plant systems and equipments,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Nuclear thermal hydraulics and safety,Nuclear thermal hydraulics and safety,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Environmental pollution control,Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Power Production Process Modeling, Simulation and Control","Power Production Process Modeling, Simulation and Control",Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Complex system control theory and method,Complex system control theory and method,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"New energy power system modeling, control and simulation","New energy power system modeling, control and simulation",Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Estimation and control of stochastic control systems,Estimation and control of stochastic control systems,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Nonlinear control theory and application,Nonlinear control theory and application,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,The stochastic control theory and application,The stochastic control theory and application,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Fault diagnosis and fault-tolerant control,Fault diagnosis and fault-tolerant control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Intelligent control of complex industrial system,Intelligent control of complex industrial system,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,New energy conversion and control,New energy conversion and control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Energy saving optimization theory and control,Energy saving optimization theory and control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Thermal Power Unit Modeling, Simulation and Optimal Control","Thermal Power Unit Modeling, Simulation and Optimal Control",Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Modern control theory and application,Modern control theory and application,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Networked control,Networked control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Theory and application of  business operation and management,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Energy management theory and application,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Power operation and intelligent engineering,Power operation and intelligent engineering,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Risk management and information system,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Energy internet theory and application,Energy internet theory and application,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Control and management of environment pollutions in engineering,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Information management and decision analysis,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Engineering economical analysis and decision making,Economics,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Project scheduling: theories and methods,Project scheduling,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Decision making for systems: theories and methods,Decision making for systems,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Management of government investment projects,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Engineering management: theories and applications,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Electric power construction management,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Contracting and management for international projects,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Construction technology and management,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Decision making for energy economical systems:methods and applications,Economics,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Decision making for energy system: theories and applications,Decision making for energy system: theories and applications,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Radiochemistry,Chemistry,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Clean energy and haze pollution prevention,Clean energy and haze pollution prevention,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Air pollution chemistry,Chemistry,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Logistics engineering and supply chain management,Other Enginneering,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Management science and applications,Management,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Decision making: theories and methods,Decision making,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Financial engineering: theories and methods,Finance,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Environmental planning, management and assessment",Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Environmental chemistry,Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Energy-environmental materials and technology,Material Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Carbon capture, utilization and storage","Carbon capture, utilization and storage",Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,High efficiency energy-saving technology,High efficiency energy-saving technology,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Environmental chemistry and water purification,Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Clean and high-efficiency combustion & environmental pollution control,Clean and high-efficiency combustion & environmental pollution control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Industrial pollution monitoring and control,Industrial pollution monitoring and control,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Energy-environmental system analysis,Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Hydrology, water resource and water environmental system model",Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,"Water environmental pollution, control and restoration",Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
North China Electric Power University,Environmental pollution control chemistry,Environmental Science,Phd,Chinese,0,0,1,35000,0,35000,Sep,2019,1200,0
